When someone stole my bike,0,0,1,0,0,0,0
When I saw the list of books to read for an acccouting course I thought  Oh God how will I ever manaage it,0,0,0,1,0,0,0
It was when I read a newspaper article on the future and they foresaw that we would be eating frogburgers by the year 000  An illustration showed a frog between two pieces of bread,0,0,0,0,1,0,0
When I dropped a bottle in the state liquor store and everyboby started laughing,0,0,0,0,0,1,0
When I was young  4 I pinched from a store and was caught  The store then contacted my parents,0,0,0,0,0,0,1
When the whole family gets together for a one week holiday  Everybody feels free and the trip is well planned  It works out well and we enjoy ourselves,1,0,0,0,0,0,0
When I could not find my  year old daughter  I ran and looked for her everywhere and could not find her  I finally found her she had gone to bed to sleep,0,1,0,0,0,0,0
When friends try to put me down or hurt me,0,0,1,0,0,0,0
Marriage crises  Boredom,0,0,0,1,0,0,0
When someone makes advances that one does not want,0,0,0,0,1,0,0
The discovery that one has only thought of oneself,0,0,0,0,0,1,0
When I spanked a child in anger and later regretted it terribly,0,0,0,0,0,0,1
When I passed the first examination that I had to repeat,1,0,0,0,0,0,0
When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit,0,1,0,0,0,0,0
When my boyfriend went away for a month long holiday without me,0,0,1,0,0,0,0
Last year when I worked during the Summer holidays and studied at the same time for an examination I had to repeat my boyfriend went to Greece for a holiday for a month,0,0,0,1,0,0,0
When a dog is left whining outside a shop,0,0,0,0,1,0,0
When I promised to help a friend over a weekend and did not keep the promise,0,0,0,0,0,1,0
When I realized that I had three more examinations to take,0,0,0,0,0,0,1
The day I was told that I had been accepted as a student of economics,1,0,0,0,0,0,0
While taking a short cut through the Vasa park I was surrounded by three people who tried to steal my money  I was scared and was saved only by the appearance of other people,0,1,0,0,0,0,0
At a restaurant I observed how the gypsies tried to get money by cheating the foreigners ie non Swedish speaking  My anger had nothing to do with hatred against foreigners but it was an expression of the anger I feel when I see people being used,0,0,1,0,0,0,0
At the begining of a new course one is afraid of encountering problems one can not manage  Thoughts revolve around failing the subject and the consequences it would have for the future,0,0,0,1,0,0,0
While walking in town I noticed how the police harrassed a man who was under the influence of alcohol  They terrified him with the thought of arrest by driving close behind him on a pedestrian street  My disgust was directed at the gestures and the facial expressions of the policemen they seemed to be enjoying themselves,0,0,0,0,1,0,0
When my boyfriend revealed that he knew that I had discovered things of an important nature about him I felt ashamed as I had not mentioned it earlier,0,0,0,0,0,1,0
When I am dishonest to a friend to whom I am very close  I feel guilty because I know that he gives a different version of the truth and I have not corrected these mistakes and he is aware that I know that they are wrong,0,0,0,0,0,0,1
When I found out that I had passed the last two exams by a margin of three marks,1,0,0,0,0,0,0
When my father was ill and was waiting for the results of his tests,0,1,0,0,0,0,0
When I got caught in the pouring rain last Thursday and did not have a raincoat on me,0,0,1,0,0,0,0
When I failed an exam,0,0,0,1,0,0,0
At a Sm¡Ârgasbord table a man mixed differnet kinds of picked herrings with fruit salad,0,0,0,0,1,0,0
When I had not prepared my contribution to the group as thoroughly as the other members with the result that the overall result was poor,0,0,0,0,0,1,0
When my father and I worked on the house just after he had recovered from illness I was rather lazy  This meant that he had to work hard and was not very well later,0,0,0,0,0,0,1
When I gave birth to my son and saw that he was alive and that I had managed it well  He was born a month too early with a malfunctioning lung  This happened a year ago,1,0,0,0,0,0,0
When I found out that my father had lung cancer and they did not know how long he would live,0,1,0,0,0,0,0
When a colleague asked me for help at work despite the fact that he had more time to do it than I had,0,0,1,0,0,0,0
When I did not get the salary increase that I had been expecting and understood how little ones work was appreciated,0,0,0,1,0,0,0
When I was weeding the garden I found a lizard in my hand,0,0,0,0,1,0,0
When I met a friend whom I had not seen for a long time and heard all about her troubles I thought that I should have got in touch with her earlier,0,0,0,0,0,1,0
I got angry at my mother for something trivial  We were in a bad mood because my father was very ill and I knew that my mother really needed support  I had reacted wrongly,0,0,0,0,0,0,1
New years eve 98984 I met my girlfriend  We stood on the steps outside her parents home and I kissed her for the first time,1,0,0,0,0,0,0
When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue  I had been driving too fast and I was afraid when I was stopped questionned and then toild to go  The situation ended happily since there were no consequences,0,1,0,0,0,0,0
The editor changed the heading of an article that I had written  He considered the heading to be derogatory towards the person I had written about,0,0,1,0,0,0,0
A close acquaintance of the family died of lung cancer  Although it was expected I still felt depressed,0,0,0,1,0,0,0
When I saw a picture in the Gothenburg Post of a totally demolished car with two fatally injured passengers  The car was so badly damaged that they couldnt get the bodies out at the scene of the accident,0,0,0,0,1,0,0
One night I had a sexual intercourse with another man  My sexual desire and my curiosity had made me jump into bed with him  I am ashamed of myself now,0,0,0,0,0,1,0
Due to laziness I failed the term studies completely at University  I also wanted to some extent to protest against my parents expectations,0,0,0,0,0,0,1
When I got the loan for my studies,1,0,0,0,0,0,0
I met intoxicated people with dubious intentions in a back alley one Wednesday night,0,1,0,0,0,0,0
On the TV I saw a news feature on South Africa  A policeman      attacked a group of black people with a whip,0,0,1,0,0,0,0
The thought of having to read a boring book of 400 pages in English,0,0,0,1,0,0,0
Grovelling people,0,0,0,0,1,0,0
My inability to assert myself positively in a group,0,0,0,0,0,1,0
I experience feelings of guilt because I do not study enough,0,0,0,0,0,0,1
Observing someone in the cafeteria noisily gulping in his food having extremely bad manners,0,0,0,0,1,0,0
I guess I have often been ashamed after having talked badly of other people,0,0,0,0,0,1,0
Having been angry and unpleasant towards my parents,0,0,0,0,0,0,1
When my sister  after a history of one abortion and one stillbirth  gave birth to a perfectly healty boy,1,0,0,0,0,0,0
When my sister had the still born child she was emotionally very deep down and it took her a long time to recover,0,1,0,0,0,0,0
We were starting a student project and the teacher we talked to was very negative and not very helpful,0,0,1,0,0,0,0
When my boyfriend openly let me down preferring another girl,0,0,0,1,0,0,0
I felt some disgust for my boyfriend for a time after he had left me,0,0,0,0,1,0,0
Before an accident my aunt offered me the front seat of the car next to the driver I declined she took that seat and was killed there when the car crashed,0,0,0,0,0,0,1
Unexpected visit by a close friend whom I hadnt seen for half a year,1,0,0,0,0,0,0
I wandered by mistake into the safety zone of a shooting range and was shot at,0,1,0,0,0,0,0
Being treated unfairly,0,0,1,0,0,0,0
Breaking up with a girl,0,0,0,1,0,0,0
Little contact with my father before he died,0,0,0,0,0,0,1
When I was accepted as a student at the college not having thought it possible,1,0,0,0,0,0,0
When I was the first to arrive at the scene after an accident and found that a close school friend had been killed,0,1,0,0,0,0,0
I was accused of having done something which I hadnt and got very angry,0,0,1,0,0,0,0
When my grandmother died,0,0,0,1,0,0,0
A couple of years ago during the summer holiday I was fishing at a lake with my husband  Suddenly it started raining while the sun was still shining I experienced a feeling of joy happiness and fulfillment  the whole nature was full of music,1,0,0,0,0,0,0
I was alone at home in bed reading a womens magazine in which there were storiees of paranormal experiences  My leg was itching and I stretched my hand to scratch and I felt another strange hand later I realized that it was the corner of the blanket,0,1,0,0,0,0,0
I went to a lecture and once again it had been cancelled this was the second time  One had a negative attitude towards the lecturer,0,0,1,0,0,0,0
I heard that a former superior of mine had died I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible  The limited scope of human life is sad,0,0,0,1,0,0,0
In the tram there was a fat sickly looking woman in front of me who was asking for directions in a thick voice  When she got up to go a disgusting smell of urine came from her  I felt that I would choke,0,0,0,0,1,0,0
When we were at home my husband and I he made a remark about something I had done in a perfectly friendly manner  My deed had been unjust and I knew that my husband was right therefore my sense of shame,0,0,0,0,0,1,0
I made a remark to my sister concerning her attitude to men the way she talked and I compared her to an acquaintance of mine  Later the same evening my sister looked sad  I felt guilty about her sadness,0,0,0,0,0,0,1
I had a summer job in Sweden and my boyfriend came to meet me on my birthday,1,0,0,0,0,0,0
I went to practice in Sweden during summer and I was afraid that I would not do well,0,1,0,0,0,0,0
In the holiday cottage of our association two of my pals came to wake me up early one morning by bringing a radio played at the highest volume into my room  it was the morning service at its loudest,0,0,1,0,0,0,0
My grandmother died suddenly last summer,0,0,0,1,0,0,0
My superior at the summer job swindled customers as much as he could and once put me in a difficult situation after which I could not but detest him,0,0,0,0,1,0,0
Once I arrived two hours late to my work place a bank and I was still feeling feeble and tired,0,0,0,0,0,1,0
Our association had Polish visitors and when they were going back by boat I did not go to see them off I am the chairman of the association,0,0,0,0,0,0,1
I was told quite unexpectedly that one wanted me to become the vicechairman of our student organisation  I was really surprised and joy was the first emotion I felt though behind it there was worry  how shall I succeed ?,1,0,0,0,0,0,0
Our tutorial group was soon to be divided and we got a list of names of freshmen out of which five were to be in my group  We read the names and then each group went its own way to a seminar room  I wondered how I would cope with the new situation and if I would succeed as a group leader,0,1,0,0,0,0,0
We were in a disco and the evening was not at all pleasant  Despite my not knowing why I was angry with my companion  I let him feel my bad humour as I cannot hide my feelings,0,0,1,0,0,0,0
My grandmother died and my mother called me one sunday morning in the Autumn  The way my mother told me about it I hated her at that moment  She sounded as if she had been waiting for the death of my grandmother  I had lost a person close to me  I felt guilty too as I had been bad to my grandmother of late  I had not remained calm when she no longer understood everything so well,0,0,0,1,0,0,0
At the underground station a drunkard came to speak to me  He tried to ask me something but I did not answer so he began to speak about me with his companion  I detested this dirty growling man,0,0,0,0,1,0,0
I was worried by a task related to my studies which had to be done in groups of two  I was talking about it to my friends when I said something negative in too abrupt a manner concerning my work partner  I did not quite mean what I said and I felt ashamed at having been mean enough to criticize him as he is also a friend of mine,0,0,0,0,0,1,0
I had told my boyfriend that I did not want to go on with our relationship  I knew that I was important to him but I wanted to be free  I saw that this was difficult for him but I remained firm and did not change my mind,0,0,0,0,0,0,1
Last night I had a chat with a fellow student  I had known her for about half a year and for the first time we were speaking the same language meaning an inspiring discussion and encounter,1,0,0,0,0,0,0
I sometimes quarrel with my mother because she blames me though I have not in any way been connected to some events,0,0,1,0,0,0,0
After hearing about the death of my grandfather  First I could not believe it but later I wept and felt the situation was hopeless  I felt lonely and wanted to be consolated,0,0,0,1,0,0,0
In the evening while I was watching TV my little brother came in and started eating food he had brought from the kitchen while I was trying to concentrate on the program,0,0,0,0,1,0,0
My little brother was arrested by the police at the railway station after he had drunk some beer,0,0,0,0,0,1,0
At my temporary job I have to restrict  others actions and make them obey me and this very often gives me  a feeling of guilt  I wish there could be some other way of acting,0,0,0,0,0,0,1
I met a dear friend of mine after a long time  I expressed my feelings in our own usual way by mutual scolding and abusing with complete understanding and by touching patting and taking the hand of the other person etc,1,0,0,0,0,0,0
I felt fear of the purest kind after a car accident  The incident and images of horror kept coming back to my mind  I wondered what could have happened to my sister my friend and me though nothing very serious actually happened,0,1,0,0,0,0,0
Two boys whom I know were telling me in an indecent manner how they had teased a young and shy girl I know  They had despised her conviction scorned and touched her  I got very angry and did not try to conceal it and gave it back to them,0,0,1,0,0,0,0
My sweetheart left me or rather we decided to break it off by mutual consent  The consequences were  unrestrained weeping feelings of loneliness hopelessness and disconsolation  I felt that I should find a friend to talk to joyfully and to forget,0,0,0,1,0,0,0
Out of sheer curiosity I went to see a pornographic movie in Copenhagen  The room was full of men who panted and masturbated  Very disgusting,0,0,0,0,1,0,0
After having quarelled unnecessarily and without any reason and having been stupidly cross in every way,0,0,0,0,0,1,0
Forced to fill in a questionnaire,0,0,0,0,0,0,1
When I won a tennis match,1,0,0,0,0,0,0
When my dog ran out on thin ice last spring,0,1,0,0,0,0,0
When my tennis match was interrupted because a kid cycled right into the court,0,0,1,0,0,0,0
Celebrations on the graduation day with the orchestra playing in the garden  I am a part of this orchestra,1,0,0,0,0,0,0
Risk of being involved in a fight after a party,0,1,0,0,0,0,0
I had a very heavy work load and two colleagues whom I have nothing against disturbed me by terror ringing ie continously interrupting me by telephoning,0,0,1,0,0,0,0
After an exam which I failed,0,0,0,1,0,0,0
When I overtook a car on the mainroad misjudging the distance of an oncoming car and this resulted in tooting and flashing from the other driver we could have collided and I had an acquaintance in the car with me,0,0,0,0,0,1,0
I saw a neighbour from the same appartment block as me lying    on the road  He could have been injured or ill  I kept 0 metres away and did not go to help him,0,0,0,0,0,0,1
When I met an old schhol friend school love who works in Skvde,1,0,0,0,0,0,0
When I was cycling to school I nearly got knocked down by a car which overtook me too closely did not give me any swerving space,0,1,0,0,0,0,0
When I was deputy manager during the Summer certain deputies took liberties more than what was normal,0,0,1,0,0,0,0
When I realized that my girlfriend whom I like and I were going to separate,0,0,0,1,0,0,0
Dog dirt which thaws in the spring,0,0,0,0,1,0,0
When I forgot my mothers birthday,0,0,0,0,0,1,0
Passed the last exam,1,0,0,0,0,0,0
Was nearly knocked down by a car,0,1,0,0,0,0,0
I reached the bus stop and realized that I had forgotten my bus pass,0,0,1,0,0,0,0
My current work load is too much  The feeling comes back from time to time,0,0,0,1,0,0,0
When my one year old son gives me a spontaneous kiss,1,0,0,0,0,0,0
When someone close to me is travelling by car and is delayed,0,1,0,0,0,0,0
When someone does something wrong which affects me negatively,0,0,1,0,0,0,0
When I think about my parents getting old,0,0,0,1,0,0,0
I do not have the time for other peoples problems  My motherinlaw is sometimes depressed and I do not have the time the desire or the strength to help,0,0,0,0,0,0,1
An excolleague asked me if I was interested in working in their accounts bureau  They needed clever people and he had immediately thought of me,1,0,0,0,0,0,0
I was driving and a deer suddenly appeared in front of the car when there was a lot of traffic behind me,0,1,0,0,0,0,0
I saw a report on TV news on apartheid in South Africa,0,0,1,0,0,0,0
When my girlfriend became pregnant,1,0,0,0,0,0,0
When I nearly collided with another car,0,1,0,0,0,0,0
The time when someone let the air out of the tyres of my cycle,0,0,1,0,0,0,0
When I read a lot and did not remember anything,0,0,0,1,0,0,0
The time that I had to put my dog to sleep,0,0,0,0,0,0,1
Long illness,0,0,0,1,0,0,0
When I passed an exam,1,0,0,0,0,0,0
When I was travelling by tram I tripped and fell against the door  I thought that I was going to fall out,0,1,0,0,0,0,0
When I missed the tram after having run for it,0,0,1,0,0,0,0
The inability to read a book at college,0,0,0,1,0,0,0
If a guy one is not interested in makes advances,0,0,0,0,1,0,0
I drink wine too often,0,0,0,0,0,1,0
I do not study enough as I do not understand it properly,0,0,0,0,0,0,1
I worked at a lawyers office during Summer and I got a very good reference from him,1,0,0,0,0,0,0
I had been watching a triller a dark night in the country and I had to go the outside toilet on my own,0,1,0,0,0,0,0
When I am accused of something I have not done I get unbelievably angry,0,0,1,0,0,0,0
When I began to read a thick book which I had a limited time to read  Also when I have a lot of work to do and I cannot keep up,0,0,0,1,0,0,0
Someone vomited on the street,0,0,0,0,1,0,0
I can not think of any incident when I have felt very ashamed  There are small incidents that I am ashamed of for instance not sending money to the children in Ethiopia,0,0,0,0,0,1,0
I had lunch with my exboyfriend and did not mention it to my fiancee  I felt guilty despite the fact that I felt nothing for my exboyfriend,0,0,0,0,0,0,1
When I was finally qualified for my profession,1,0,0,0,0,0,0
Someone attacked me with a knife,0,1,0,0,0,0,0
Someone drove into my car and then denied that it had happened,0,0,1,0,0,0,0
When I was told that my friends wife had cancer,0,0,0,1,0,0,0
When I saw a dog which had been knocked down by a car,0,0,0,0,1,0,0
When I boxed my childs ears,0,0,0,0,0,1,0
When I was fined for speeding,0,0,0,0,0,0,1
I stopped working had a boring job,1,0,0,0,0,0,0
I was going home by car late one night when it was cold dark and windy  I became rather panicky on the way to my house,0,1,0,0,0,0,0
Quarrel in the family,0,0,1,0,0,0,0
When I am alone in a room with no contact with anyone  loneliness drains me,0,0,0,1,0,0,0
When I was on holiday someone vomited in front of me,0,0,0,0,1,0,0
Emptied a bucket of water in a hospital,0,0,0,0,0,1,0
When I feigned sick leave from work,0,0,0,0,0,0,1
When I get a hug from someone I love,1,0,0,0,0,0,0
I was driving very fast on a small road and I met an oncoming car in a right handed bend  The other driver was on his own side of the road and I had to skid out of it to avoid a collision  It was dark,0,1,0,0,0,0,0
My car had been towed away by the traffic police because it had been wrongly parked  However the sign had been put up only after I had already parked,0,0,1,0,0,0,0
After an operation I had to stay in bed for a long time,0,0,0,1,0,0,0
I was forced to stay in the canteen and eat the food that I had not asked for but got it anyway,0,0,0,0,1,0,0
When I did not buy what I had promised to,0,0,0,0,0,1,0
By mistake I took a book from the library which was not supposed to be loaned out,0,0,0,0,0,0,1
When I won an unexpected sum of money,1,0,0,0,0,0,0
My  year old daughter disappeared in a moment of inattention I was responsible for her,0,1,0,0,0,0,0
A colleague asked me for some advice and as he did not have enough confidence in me he asked a third person,0,0,1,0,0,0,0
I wanted to be pregnant and did not succeed so I was depressed    at every menstruation,0,0,0,1,0,0,0
In a warm bus full of people someone vomited and the whole bus stank,0,0,0,0,1,0,0
I complained about a colleagues behaviour as she goes back on her word is often absent and is irresponsible  I found out that she was an alcoholic and was trying to fight againt her addiction,0,0,0,0,0,1,0
I spoke to my mother on the phone  She had skin cancer and was waiting to be operated  I forgot to ask her the date of the operation and just before finishing our conversation she gave me the date in passing,0,0,0,0,0,0,1
When I was at a party I met an old friend from an adult education course  We had not met for  years but had both thought a lot about each other  A wonderful experience,1,0,0,0,0,0,0
When I was cycling through the park late one night two people jumped out of the woods and tried to stop me  There were shouting something at the same time,0,1,0,0,0,0,0
When close relatives tried to dissuade me from studying Psychology because of its low status,0,0,1,0,0,0,0
I had a long discussion on politics with an acquaintance  He was more knowledgeable than me and I failed to explain my point of view and was misunderstood so I felt depressed and left,0,0,0,1,0,0,0
When I read a newspaper article on a young girl who had been raped and assaulted one night by several men when she was unconscious,0,0,0,0,1,0,0
My mother revealed personal details about me and the negative aspects of my character to other people when I was present but unable to defend myself,0,0,0,0,0,1,0
I was unfaithful to my partner once when he was working abroad for a long period,0,0,0,0,0,0,1
When I recently got an appartment in central Gottenburg,1,0,0,0,0,0,0
When I saw a large spider crawling up the wall,0,1,0,0,0,0,0
My employer took too many aspirins for a bad back and also drank an enormous amount of spirit  This was dangerous  and he did not understand that he had done anything wrong,0,0,1,0,0,0,0
When I left New York and all my family and my friends behind me,0,0,0,1,0,0,0
When I slept with a guy because my best friend wanted me to  He had never had intercourse with anyone and had a terrible complex about it,0,0,0,0,1,0,0
When I dated a close girlfriends boyfriend a few times He told me that it was over between them and I accepted it  When she found out she finished our friendship,0,0,0,0,0,1,0
When I broke off with my boyfriend after three years  It was quite unexpected for him and there was no particular reason for the break up such as someone else,0,0,0,0,0,0,1
When my son returned from mountaineering  healthy in body and soul,1,0,0,0,0,0,0
When one meets new people with whom one is forced to collaborate with,0,1,0,0,0,0,0
The sports fishermen who catch gulls instead of fish with their hooks   It is often a mistake but it makes me angry,0,0,1,0,0,0,0
I feel sad about an event I can not influence,0,0,0,1,0,0,0
When a member of the family complains about the food that is served it disgusts me,0,0,0,0,1,0,0
I have chosen to put my son in a private school were the examination marks are low  Every time that he gives me his term results I am left with a sense of guilt,0,0,0,0,0,0,1
When I was informed that I had been accepted as a student of Psychology,1,0,0,0,0,0,0
When I was in a little fishing boat and we ran into hard weather in the open sea,0,1,0,0,0,0,0
When I found out that the guy I was dating at a particular time had a steady relationship going on with someone else for a long time,0,0,1,0,0,0,0
I felt sad and depressed when I heard that our cat had died,0,0,0,1,0,0,0
When I was working as a nurse in a mental hospital a patient ate up the contents of another patients spitoon,0,0,0,0,1,0,0
At primary school when I vomited in front of others in the middle  of a lesson,0,0,0,0,0,1,0
I arrived an hour late for an important meeting  I had misunderstood the time,0,0,0,0,0,0,1
When I was acceptted as a student of psychology,1,0,0,0,0,0,0
When my son has a pain in his leg for no apparent reason,0,1,0,0,0,0,0
When after a week at school a teacher sent a note home saying that my son was inattentive and unable to do his lessons,0,0,1,0,0,0,0
When I thought that it was going to be impossible for me to start studying due to wrong information from the student advisor,0,0,0,1,0,0,0
At a certain persons lack of cleanliness at home and personally,0,0,0,0,1,0,0
When I made the same mistake that I had accused someone else of and this was obvious to a third pereson,0,0,0,0,0,1,0
